mtime,seat_L1,seat_L2,seat_L3,seat_L4,L1,L2,L3,L4,L5,L6,L7,L8,legrest_angle,recline_angle,legrest_voltage,legrest_ext_voltage
2021-03-03-16-01-03-740,847,563,1046,205,0,1682,0,984,0,0,0,0,733,2668,15,16
2021-03-03-16-01-03-756,847,563,1046,205,0,1682,0,984,0,0,0,0,734,2670,11,10
2021-03-03-16-01-03-787,847,563,1046,205,0,1682,0,984,0,0,0,0,736,2671,14,14
2021-03-03-16-01-03-803,847,563,1046,205,0,1682,0,984,0,0,0,0,733,2667,15,16
2021-03-03-16-01-03-834,847,563,1046,205,0,1682,0,984,0,0,0,0,738,2671,16,16
2021-03-03-16-01-03-865,840,573,1044,206,0,1669,0,981,0,0,0,0,736,2671,14,16
2021-03-03-16-01-03-896,840,573,1044,206,0,1669,0,981,0,0,0,0,737,2671,14,16
2021-03-03-16-01-03-912,840,573,1044,206,0,1669,0,981,0,0,0,0,734,2669,17,16
2021-03-03-16-01-03-943,840,573,1044,206,0,1669,0,981,0,0,0,0,735,2670,14,16
2021-03-03-16-01-03-959,840,573,1044,206,0,1669,0,981,0,0,0,0,737,2671,17,16
2021-03-03-16-01-03-990,840,573,1044,206,0,1669,0,981,0,0,0,0,737,2671,13,16
2021-03-03-16-01-04-021,835,585,1049,201,0,1658,0,966,0,0,0,0,731,2668,18,18
2021-03-03-16-01-04-053,835,585,1049,201,0,1658,0,966,0,0,0,0,733,2668,15,16
2021-03-03-16-01-04-068,835,585,1049,201,0,1658,0,966,0,0,0,0,736,2669,11,12
2021-03-03-16-01-04-099,835,585,1049,201,0,1658,0,966,0,0,0,0,737,2669,10,12
2021-03-03-16-01-04-115,835,585,1049,201,0,1658,0,966,0,0,0,0,736,2670,16,16
2021-03-03-16-01-04-146,835,585,1049,201,0,1658,0,966,0,0,0,0,737,2671,14,16
2021-03-03-16-01-04-178,825,584,1048,200,0,1653,0,958,0,0,0,0,732,2667,19,18
2021-03-03-16-01-04-209,825,584,1048,200,0,1653,0,958,0,0,0,0,736,2669,11,12
2021-03-03-16-01-04-224,825,584,1048,200,0,1653,0,958,0,0,0,0,735,2669,10,10
2021-03-03-16-01-04-256,825,584,1048,200,0,1653,0,958,0,0,0,0,737,2673,15,18
2021-03-03-16-01-04-271,825,584,1048,200,0,1653,0,958,0,0,0,0,732,2669,11,10
2021-03-03-16-01-04-302,825,584,1048,200,0,1653,0,958,0,0,0,0,736,2670,11,10
2021-03-03-16-01-04-318,825,584,1048,200,0,1653,0,958,0,0,0,0,738,2672,18,18
2021-03-03-16-01-04-349,824,589,1054,192,0,1649,0,962,0,0,0,0,736,2670,19,18
2021-03-03-16-01-04-381,824,589,1054,192,0,1649,0,962,0,0,0,0,736,2673,14,12
2021-03-03-16-01-04-396,824,589,1054,192,0,1649,0,962,0,0,0,0,736,2670,10,12
2021-03-03-16-01-04-427,824,589,1054,192,0,1649,0,962,0,0,0,0,732,2667,21,22
2021-03-03-16-01-04-459,824,589,1054,192,0,1649,0,962,0,0,0,0,733,2669,21,20
2021-03-03-16-01-04-474,824,589,1054,192,0,1649,0,962,0,0,0,0,734,2669,11,10
2021-03-03-16-01-04-506,824,591,1058,187,0,1654,0,961,0,0,0,0,736,2671,14,12
2021-03-03-16-01-04-537,824,591,1058,187,0,1654,0,961,0,0,0,0,733,2669,19,22
2021-03-03-16-01-04-552,824,591,1058,187,0,1654,0,961,0,0,0,0,734,2669,19,18
2021-03-03-16-01-04-584,824,591,1058,187,0,1654,0,961,0,0,0,0,731,2669,14,16
2021-03-03-16-01-04-615,824,591,1058,187,0,1654,0,961,0,0,0,0,736,2671,17,16
2021-03-03-16-01-04-631,824,591,1058,187,0,1654,0,961,0,0,0,0,733,2667,19,18
2021-03-03-16-01-04-662,810,601,1062,190,0,1655,0,966,0,0,0,0,736,2671,16,16
2021-03-03-16-01-04-693,810,601,1062,190,0,1655,0,966,0,0,0,0,734,2670,14,16
2021-03-03-16-01-04-709,810,601,1062,190,0,1655,0,966,0,0,0,0,736,2671,17,18
2021-03-03-16-01-04-740,810,601,1062,190,0,1655,0,966,0,0,0,0,736,2671,19,20
2021-03-03-16-01-04-771,810,601,1062,190,0,1655,0,966,0,0,0,0,731,2667,19,18
2021-03-03-16-01-04-787,810,601,1062,190,0,1655,0,966,0,0,0,0,736,2670,11,10
2021-03-03-16-01-04-818,801,610,1059,189,0,1658,0,973,0,0,0,0,734,2669,11,12
2021-03-03-16-01-04-849,801,610,1059,189,0,1658,0,973,0,0,0,0,736,2672,19,16
2021-03-03-16-01-04-865,801,610,1059,189,0,1658,0,973,0,0,0,0,737,2671,17,16
2021-03-03-16-01-04-896,801,610,1059,189,0,1658,0,973,0,0,0,0,745,2669,38,4
2021-03-03-16-01-04-912,801,610,1059,189,0,1658,0,973,0,0,0,0,733,2669,17,16
2021-03-03-16-01-04-943,801,610,1059,189,0,1658,0,973,0,0,0,0,731,2668,11,12
2021-03-03-16-01-04-974,796,627,1061,187,0,1665,0,989,0,0,0,0,731,2668,19,18
2021-03-03-16-01-05-005,796,627,1061,187,0,1665,0,989,0,0,0,0,736,2670,21,20
2021-03-03-16-01-05-021,796,627,1061,187,0,1665,0,989,0,0,0,0,734,2670,11,10
2021-03-03-16-01-05-052,796,627,1061,187,0,1665,0,989,0,0,0,0,736,2671,15,16
2021-03-03-16-01-05-068,796,627,1061,187,0,1665,0,989,0,0,0,0,736,2671,10,12
2021-03-03-16-01-05-099,796,627,1061,187,0,1665,0,989,0,0,0,0,733,2670,19,20
2021-03-03-16-01-05-130,780,631,1064,184,0,1674,0,998,0,0,0,0,736,2673,11,16
2021-03-03-16-01-05-162,780,631,1064,184,0,1674,0,998,0,0,0,0,731,2668,19,18
2021-03-03-16-01-05-177,780,631,1064,184,0,1674,0,998,0,0,0,0,731,2668,16,16
2021-03-03-16-01-05-193,780,631,1064,184,0,1674,0,998,0,0,0,0,731,2669,19,18
2021-03-03-16-01-05-224,780,631,1064,184,0,1674,0,998,0,0,0,0,734,2671,13,14
2021-03-03-16-01-05-255,780,631,1064,184,0,1674,0,998,0,0,0,0,732,2670,18,16
2021-03-03-16-01-05-271,773,640,1069,177,0,1673,0,1005,0,0,0,0,736,2672,15,16
2021-03-03-16-01-05-302,773,640,1069,177,0,1673,0,1005,0,0,0,0,733,2670,19,18
2021-03-03-16-01-05-333,773,640,1069,177,0,1673,0,1005,0,0,0,0,734,2669,15,12
2021-03-03-16-01-05-349,773,640,1069,177,0,1673,0,1005,0,0,0,0,733,2670,16,16
2021-03-03-16-01-05-380,773,640,1069,177,0,1673,0,1005,0,0,0,0,736,2671,16,10
2021-03-03-16-01-05-412,773,640,1069,177,0,1673,0,1005,0,0,0,0,739,2669,0,10
2021-03-03-16-01-05-427,773,640,1069,177,0,1673,0,1005,0,0,0,0,734,2671,11,10
2021-03-03-16-01-05-458,766,650,1070,173,0,1676,0,999,0,0,0,0,733,2670,11,12
2021-03-03-16-01-05-490,766,650,1070,173,0,1676,0,999,0,0,0,0,730,2669,13,14
2021-03-03-16-01-05-505,766,650,1070,173,0,1676,0,999,0,0,0,0,731,2668,13,12
2021-03-03-16-01-05-537,766,650,1070,173,0,1676,0,999,0,0,0,0,733,2669,11,10
2021-03-03-16-01-05-552,766,650,1070,173,0,1676,0,999,0,0,0,0,731,2669,9,10
2021-03-03-16-01-05-583,766,650,1070,173,0,1676,0,999,0,0,0,0,736,2671,16,16
2021-03-03-16-01-05-615,761,649,1078,170,0,1681,0,994,0,0,0,0,734,2671,11,12
2021-03-03-16-01-05-646,761,649,1078,170,0,1681,0,994,0,0,0,0,731,2669,11,12
2021-03-03-16-01-05-662,761,649,1078,170,0,1681,0,994,0,0,0,0,731,2670,9,10
2021-03-03-16-01-05-693,761,649,1078,170,0,1681,0,994,0,0,0,0,731,2669,11,10
2021-03-03-16-01-05-708,761,649,1078,170,0,1681,0,994,0,0,0,0,731,2669,9,10
2021-03-03-16-01-05-740,761,649,1078,170,0,1681,0,994,0,0,0,0,734,2671,11,12
2021-03-03-16-01-05-771,750,662,1080,167,0,1681,0,993,0,0,0,0,731,2670,11,10
2021-03-03-16-01-05-802,750,662,1080,167,0,1681,0,993,0,0,0,0,733,2671,11,10
2021-03-03-16-01-05-818,750,662,1080,167,0,1681,0,993,0,0,0,0,733,2672,13,12
2021-03-03-16-01-05-849,750,662,1080,167,0,1681,0,993,0,0,0,0,734,2672,14,16
2021-03-03-16-01-05-865,750,662,1080,167,0,1681,0,993,0,0,0,0,731,2670,13,12
2021-03-03-16-01-05-896,750,662,1080,167,0,1681,0,993,0,0,0,0,731,2669,10,10
2021-03-03-16-01-05-911,738,685,1087,159,0,1680,0,980,0,0,0,0,733,2671,10,10
2021-03-03-16-01-05-943,738,685,1087,159,0,1680,0,980,0,0,0,0,733,2670,11,10
2021-03-03-16-01-05-974,738,685,1087,159,0,1680,0,980,0,0,0,0,734,2669,11,10
2021-03-03-16-01-05-990,738,685,1087,159,0,1680,0,980,0,0,0,0,733,2670,11,10
2021-03-03-16-01-06-021,738,685,1087,159,0,1680,0,980,0,0,0,0,733,2669,11,10
2021-03-03-16-01-06-052,738,685,1087,159,0,1680,0,980,0,0,0,0,734,2669,11,10
2021-03-03-16-01-06-068,705,708,1096,161,0,1680,0,980,0,0,0,0,733,2669,11,10
2021-03-03-16-01-06-099,705,708,1096,161,0,1680,0,980,0,0,0,0,734,2671,13,16
2021-03-03-16-01-06-130,705,708,1096,161,0,1680,0,980,0,0,0,0,733,2669,11,10
2021-03-03-16-01-06-146,705,708,1096,161,0,1680,0,980,0,0,0,0,733,2669,11,10
2021-03-03-16-01-06-177,705,708,1096,161,0,1680,0,980,0,0,0,0,734,2671,11,12
2021-03-03-16-01-06-208,705,708,1096,161,0,1680,0,980,0,0,0,0,733,2669,11,10
2021-03-03-16-01-06-224,715,671,1085,168,0,1678,0,980,0,0,0,0,733,2669,11,10
2021-03-03-16-01-06-255,715,671,1085,168,0,1678,0,980,0,0,0,0,733,2669,11,16
2021-03-03-16-01-06-271,715,671,1085,168,0,1678,0,980,0,0,0,0,733,2669,11,10
2021-03-03-16-01-06-302,715,671,1085,168,0,1678,0,980,0,0,0,0,733,2670,11,10
2021-03-03-16-01-06-333,715,671,1085,168,0,1678,0,980,0,0,0,0,734,2670,11,10
2021-03-03-16-01-06-349,715,671,1085,168,0,1678,0,980,0,0,0,0,734,2671,13,12
2021-03-03-16-01-06-380,730,678,1085,166,0,1672,0,987,0,0,0,0,733,2670,11,10
2021-03-03-16-01-06-411,730,678,1085,166,0,1672,0,987,0,0,0,0,734,2670,11,12
2021-03-03-16-01-06-427,730,678,1085,166,0,1672,0,987,0,0,0,0,733,2670,11,10
2021-03-03-16-01-06-458,730,678,1085,166,0,1672,0,987,0,0,0,0,736,2671,13,12
2021-03-03-16-01-06-489,730,678,1085,166,0,1672,0,987,0,0,0,0,734,2671,11,12
2021-03-03-16-01-06-505,730,678,1085,166,0,1672,0,987,0,0,0,0,734,2669,14,12
2021-03-03-16-01-06-536,739,675,1084,166,0,1674,0,989,0,0,0,0,736,2671,13,10
2021-03-03-16-01-06-568,739,675,1084,166,0,1674,0,989,0,0,0,0,732,2670,11,10
2021-03-03-16-01-06-583,739,675,1084,166,0,1674,0,989,0,0,0,0,733,2669,11,10
2021-03-03-16-01-06-614,739,675,1084,166,0,1674,0,989,0,0,0,0,733,2671,11,12
2021-03-03-16-01-06-646,739,675,1084,166,0,1674,0,989,0,0,0,0,734,2671,11,10
2021-03-03-16-01-06-661,739,675,1084,166,0,1674,0,989,0,0,0,0,733,2670,10,10
2021-03-03-16-01-06-693,739,675,1084,166,0,1674,0,989,0,0,0,0,733,2669,11,10
2021-03-03-16-01-06-708,732,675,1082,167,0,1672,0,985,0,0,0,0,734,2671,11,10
2021-03-03-16-01-06-739,732,675,1082,167,0,1672,0,985,0,0,0,0,733,2671,11,12
2021-03-03-16-01-06-771,732,675,1082,167,0,1672,0,985,0,0,0,0,733,2669,11,10
2021-03-03-16-01-06-786,732,675,1082,167,0,1672,0,985,0,0,0,0,733,2670,11,10
2021-03-03-16-01-06-818,732,675,1082,167,0,1672,0,985,0,0,0,0,733,2670,11,10
2021-03-03-16-01-06-849,732,675,1082,167,0,1672,0,985,0,0,0,0,733,2669,11,10
2021-03-03-16-01-06-864,735,674,1082,167,0,1670,0,983,0,0,0,0,733,2669,11,10
2021-03-03-16-01-06-896,735,674,1082,167,0,1670,0,983,0,0,0,0,734,2671,11,12
2021-03-03-16-01-06-927,735,674,1082,167,0,1670,0,983,0,0,0,0,734,2670,11,12
2021-03-03-16-01-06-942,735,674,1082,167,0,1670,0,983,0,0,0,0,734,2669,11,10
2021-03-03-16-01-06-974,735,674,1082,167,0,1670,0,983,0,0,0,0,733,2669,11,10
2021-03-03-16-01-06-989,735,674,1082,167,0,1670,0,983,0,0,0,0,736,2671,57,56
2021-03-03-16-01-07-021,732,676,1084,166,0,1672,0,982,0,0,0,0,734,2670,39,40
2021-03-03-16-01-07-052,732,676,1084,166,0,1672,0,982,0,0,0,0,731,2671,32,32
2021-03-03-16-01-07-067,732,676,1084,166,0,1672,0,982,0,0,0,0,733,2671,25,26
2021-03-03-16-01-07-099,732,676,1084,166,0,1672,0,982,0,0,0,0,733,2671,24,24
2021-03-03-16-01-07-130,732,676,1084,166,0,1672,0,982,0,0,0,0,729,2669,25,24
2021-03-03-16-01-07-146,732,676,1084,166,0,1672,0,982,0,0,0,0,731,2671,19,24
2021-03-03-16-01-07-177,736,676,1082,168,0,1674,0,987,0,0,0,0,733,2671,22,22
2021-03-03-16-01-07-208,736,676,1082,168,0,1674,0,987,0,0,0,0,730,2670,21,22
2021-03-03-16-01-07-224,736,676,1082,168,0,1674,0,987,0,0,0,0,725,2666,22,20
2021-03-03-16-01-07-255,736,676,1082,168,0,1674,0,987,0,0,0,0,728,2669,19,20
2021-03-03-16-01-07-271,736,676,1082,168,0,1674,0,987,0,0,0,0,729,2671,23,24
2021-03-03-16-01-07-302,736,676,1082,168,0,1674,0,987,0,0,0,0,728,2671,23,24
2021-03-03-16-01-07-333,759,659,1080,161,0,1686,0,996,0,0,0,0,727,2671,19,20
2021-03-03-16-01-07-364,759,659,1080,161,0,1686,0,996,0,0,0,0,730,2673,19,20
2021-03-03-16-01-07-380,759,659,1080,161,0,1686,0,996,0,0,0,0,726,2671,24,20
2021-03-03-16-01-07-411,759,659,1080,161,0,1686,0,996,0,0,0,0,727,2673,19,20
2021-03-03-16-01-07-427,759,659,1080,161,0,1686,0,996,0,0,0,0,727,2689,24,40
2021-03-03-16-01-07-458,759,659,1080,161,0,1686,0,996,0,0,0,0,727,2675,22,20
2021-03-03-16-01-07-489,743,683,1090,154,0,1676,0,999,0,0,0,0,725,2673,19,20
2021-03-03-16-01-07-520,743,683,1090,154,0,1676,0,999,0,0,0,0,723,2672,19,20
2021-03-03-16-01-07-536,743,683,1090,154,0,1676,0,999,0,0,0,0,722,2672,19,18
2021-03-03-16-01-07-567,743,683,1090,154,0,1676,0,999,0,0,0,0,723,2675,21,20
2021-03-03-16-01-07-583,743,683,1090,154,0,1676,0,999,0,0,0,0,723,2675,21,22
2021-03-03-16-01-07-614,743,683,1090,154,0,1676,0,999,0,0,0,0,723,2677,19,24
2021-03-03-16-01-07-645,754,666,1096,149,0,1685,0,999,0,0,0,0,720,2674,19,20
2021-03-03-16-01-07-677,754,666,1096,149,0,1685,0,999,0,0,0,0,722,2675,21,20
2021-03-03-16-01-07-692,754,666,1096,149,0,1685,0,999,0,0,0,0,721,2677,19,20
2021-03-03-16-01-07-708,754,666,1096,149,0,1685,0,999,0,0,0,0,721,2677,19,20
2021-03-03-16-01-07-739,754,666,1096,149,0,1685,0,999,0,0,0,0,719,2675,19,20
2021-03-03-16-01-07-770,754,666,1096,149,0,1685,0,999,0,0,0,0,719,2675,17,18
2021-03-03-16-01-07-786,754,666,1096,149,0,1685,0,999,0,0,0,0,717,2674,18,18
2021-03-03-16-01-07-817,743,656,1100,148,0,1686,0,1004,0,0,0,0,718,2675,16,16
2021-03-03-16-01-07-849,743,656,1100,148,0,1686,0,1004,0,0,0,0,717,2674,19,18
2021-03-03-16-01-07-864,743,656,1100,148,0,1686,0,1004,0,0,0,0,718,2678,18,18
2021-03-03-16-01-07-895,743,656,1100,148,0,1686,0,1004,0,0,0,0,717,2679,18,18
2021-03-03-16-01-07-927,743,656,1100,148,0,1686,0,1004,0,0,0,0,715,2675,19,18
2021-03-03-16-01-07-942,743,656,1100,148,0,1686,0,1004,0,0,0,0,715,2676,21,18
2021-03-03-16-01-07-973,750,660,1108,143,0,1687,0,1011,0,0,0,0,715,2677,19,20
2021-03-03-16-01-08-005,750,660,1108,143,0,1687,0,1011,0,0,0,0,714,2676,19,20
2021-03-03-16-01-08-020,750,660,1108,143,0,1687,0,1011,0,0,0,0,712,2675,17,16
2021-03-03-16-01-08-052,750,660,1108,143,0,1687,0,1011,0,0,0,0,715,2679,18,16
2021-03-03-16-01-08-083,750,660,1108,143,0,1687,0,1011,0,0,0,0,711,2676,18,18
2021-03-03-16-01-08-098,750,660,1108,143,0,1687,0,1011,0,0,0,0,719,2676,11,20
2021-03-03-16-01-08-130,762,651,1110,137,0,1691,0,1012,0,0,0,0,711,2676,19,18
2021-03-03-16-01-08-161,762,651,1110,137,0,1691,0,1012,0,0,0,0,712,2678,16,16
2021-03-03-16-01-08-177,762,651,1110,137,0,1691,0,1012,0,0,0,0,710,2678,17,18
2021-03-03-16-01-08-208,762,651,1110,137,0,1691,0,1012,0,0,0,0,709,2677,16,16
2021-03-03-16-01-08-239,762,651,1110,137,0,1691,0,1012,0,0,0,0,710,2677,19,20
2021-03-03-16-01-08-255,762,651,1110,137,0,1691,0,1012,0,0,0,0,711,2679,16,16
2021-03-03-16-01-08-286,761,643,1116,139,0,1692,0,1010,0,0,0,0,707,2676,18,18
2021-03-03-16-01-08-317,761,643,1116,139,0,1692,0,1010,0,0,0,0,707,2679,18,18
2021-03-03-16-01-08-333,761,643,1116,139,0,1692,0,1010,0,0,0,0,707,2678,17,18
2021-03-03-16-01-08-364,761,643,1116,139,0,1692,0,1010,0,0,0,0,707,2680,18,18
2021-03-03-16-01-08-380,761,643,1116,139,0,1692,0,1010,0,0,0,0,705,2677,17,18
2021-03-03-16-01-08-411,761,643,1116,139,0,1692,0,1010,0,0,0,0,706,2678,17,16
2021-03-03-16-01-08-442,774,637,1120,135,0,1682,0,1004,0,0,0,0,706,2678,17,16
2021-03-03-16-01-08-473,774,637,1120,135,0,1682,0,1004,0,0,0,0,706,2678,15,16
2021-03-03-16-01-08-489,774,637,1120,135,0,1682,0,1004,0,0,0,0,702,2675,17,16
2021-03-03-16-01-08-520,774,637,1120,135,0,1682,0,1004,0,0,0,0,702,2677,17,20
2021-03-03-16-01-08-536,774,637,1120,135,0,1682,0,1004,0,0,0,0,702,2675,17,16
2021-03-03-16-01-08-567,774,637,1120,135,0,1682,0,1004,0,0,0,0,704,2677,16,16
2021-03-03-16-01-08-598,757,665,1114,125,0,1683,0,1010,0,0,0,0,704,2676,18,18
2021-03-03-16-01-08-630,757,665,1114,125,0,1683,0,1010,0,0,0,0,704,2678,16,16
2021-03-03-16-01-08-645,757,665,1114,125,0,1683,0,1010,0,0,0,0,702,2677,17,16
2021-03-03-16-01-08-676,757,665,1114,125,0,1683,0,1010,0,0,0,0,699,2676,17,16
2021-03-03-16-01-08-692,757,665,1114,125,0,1683,0,1010,0,0,0,0,699,2675,15,16
2021-03-03-16-01-08-723,757,665,1114,125,0,1683,0,1010,0,0,0,0,695,2677,11,16
2021-03-03-16-01-08-755,756,648,1121,129,0,1683,0,990,0,0,0,0,699,2677,18,18
2021-03-03-16-01-08-786,756,648,1121,129,0,1683,0,990,0,0,0,0,699,2678,17,18
2021-03-03-16-01-08-801,756,648,1121,129,0,1683,0,990,0,0,0,0,697,2674,18,16
2021-03-03-16-01-08-833,756,648,1121,129,0,1683,0,990,0,0,0,0,696,2675,19,18
2021-03-03-16-01-08-864,756,648,1121,129,0,1683,0,990,0,0,0,0,697,2678,16,18
2021-03-03-16-01-08-880,756,648,1121,129,0,1683,0,990,0,0,0,0,698,2678,16,18
2021-03-03-16-01-08-895,756,648,1121,129,0,1683,0,990,0,0,0,0,696,2677,17,18
2021-03-03-16-01-08-926,765,645,1126,126,0,1678,0,998,0,0,0,0,696,2677,16,16
2021-03-03-16-01-08-958,765,645,1126,126,0,1678,0,998,0,0,0,0,695,2677,16,16
2021-03-03-16-01-08-973,765,645,1126,126,0,1678,0,998,0,0,0,0,696,2678,17,16
2021-03-03-16-01-09-004,765,645,1126,126,0,1678,0,998,0,0,0,0,695,2680,18,18
2021-03-03-16-01-09-036,765,645,1126,126,0,1678,0,998,0,0,0,0,696,2678,11,16
2021-03-03-16-01-09-051,765,645,1126,126,0,1678,0,998,0,0,0,0,694,2677,16,16
2021-03-03-16-01-09-083,755,649,1138,131,0,1689,0,999,0,0,0,0,690,2677,17,18
2021-03-03-16-01-09-114,755,649,1138,131,0,1689,0,999,0,0,0,0,691,2679,17,18
2021-03-03-16-01-09-129,755,649,1138,131,0,1689,0,999,0,0,0,0,691,2677,16,16
2021-03-03-16-01-09-161,755,649,1138,131,0,1689,0,999,0,0,0,0,689,2675,19,16
2021-03-03-16-01-09-192,755,649,1138,131,0,1689,0,999,0,0,0,0,693,2680,18,16
2021-03-03-16-01-09-208,755,649,1138,131,0,1689,0,999,0,0,0,0,689,2677,15,16
2021-03-03-16-01-09-239,793,651,1121,121,0,1692,0,1011,0,0,0,0,690,2676,15,16
2021-03-03-16-01-09-270,793,651,1121,121,0,1692,0,1011,0,0,0,0,687,2676,15,16
2021-03-03-16-01-09-286,793,651,1121,121,0,1692,0,1011,0,0,0,0,687,2679,17,18
2021-03-03-16-01-09-317,793,651,1121,121,0,1692,0,1011,0,0,0,0,686,2679,16,16
2021-03-03-16-01-09-333,793,651,1121,121,0,1692,0,1011,0,0,0,0,683,2681,15,24
2021-03-03-16-01-09-364,793,651,1121,121,0,1692,0,1011,0,0,0,0,685,2683,18,18
2021-03-03-16-01-09-395,754,647,1130,130,0,1692,0,1016,0,0,0,0,687,2685,19,20
2021-03-03-16-01-09-426,754,647,1130,130,0,1692,0,1016,0,0,0,0,685,2682,17,18
2021-03-03-16-01-09-442,754,647,1130,130,0,1692,0,1016,0,0,0,0,685,2680,17,18
2021-03-03-16-01-09-473,754,647,1130,130,0,1692,0,1016,0,0,0,0,683,2681,17,18
2021-03-03-16-01-09-489,754,647,1130,130,0,1692,0,1016,0,0,0,0,683,2681,14,16
2021-03-03-16-01-09-520,754,647,1130,130,0,1692,0,1016,0,0,0,0,681,2677,17,16
2021-03-03-16-01-09-551,774,645,1130,123,0,1697,0,1007,0,0,0,0,681,2681,17,16
2021-03-03-16-01-09-582,774,645,1130,123,0,1697,0,1007,0,0,0,0,683,2683,16,16
2021-03-03-16-01-09-598,774,645,1130,123,0,1697,0,1007,0,0,0,0,680,2680,17,16
2021-03-03-16-01-09-629,774,645,1130,123,0,1697,0,1007,0,0,0,0,679,2681,17,18
2021-03-03-16-01-09-645,774,645,1130,123,0,1697,0,1007,0,0,0,0,682,2683,16,16
2021-03-03-16-01-09-676,774,645,1130,123,0,1697,0,1007,0,0,0,0,680,2682,18,18
2021-03-03-16-01-09-707,782,635,1128,126,0,1700,0,1010,0,0,0,0,680,2682,19,18
2021-03-03-16-01-09-739,782,635,1128,126,0,1700,0,1010,0,0,0,0,678,2683,17,18
2021-03-03-16-01-09-754,782,635,1128,126,0,1700,0,1010,0,0,0,0,678,2683,16,16
2021-03-03-16-01-09-770,782,635,1128,126,0,1700,0,1010,0,0,0,0,678,2683,16,16
2021-03-03-16-01-09-801,782,635,1128,126,0,1700,0,1010,0,0,0,0,675,2682,14,16
2021-03-03-16-01-09-832,782,635,1128,126,0,1700,0,1010,0,0,0,0,675,2681,17,16
2021-03-03-16-01-09-848,773,640,1130,126,0,1701,0,1016,0,0,0,0,675,2680,16,16
2021-03-03-16-01-09-879,773,640,1130,126,0,1701,0,1016,0,0,0,0,675,2681,18,16
2021-03-03-16-01-09-911,773,640,1130,126,0,1701,0,1016,0,0,0,0,675,2683,16,16
2021-03-03-16-01-09-926,773,640,1130,126,0,1701,0,1016,0,0,0,0,673,2697,19,34
2021-03-03-16-01-09-957,773,640,1130,126,0,1701,0,1016,0,0,0,0,673,2681,17,16
2021-03-03-16-01-09-989,773,640,1130,126,0,1701,0,1016,0,0,0,0,675,2681,18,16
2021-03-03-16-01-10-004,771,639,1132,126,0,1704,0,1023,0,0,0,0,672,2680,19,18
2021-03-03-16-01-10-036,771,639,1132,126,0,1704,0,1023,0,0,0,0,672,2682,19,18
2021-03-03-16-01-10-051,771,639,1132,126,0,1704,0,1023,0,0,0,0,670,2681,14,16
2021-03-03-16-01-10-082,771,639,1132,126,0,1704,0,1023,0,0,0,0,669,2681,17,16
2021-03-03-16-01-10-114,771,639,1132,126,0,1704,0,1023,0,0,0,0,672,2685,18,16
2021-03-03-16-01-10-129,771,639,1132,126,0,1704,0,1023,0,0,0,0,669,2681,16,16
2021-03-03-16-01-10-160,771,639,1132,126,0,1704,0,1023,0,0,0,0,667,2683,17,16
2021-03-03-16-01-10-192,773,640,1131,126,0,1707,0,1026,0,0,0,0,667,2683,18,20
2021-03-03-16-01-10-223,773,640,1131,126,0,1707,0,1026,0,0,0,0,666,2683,17,18
2021-03-03-16-01-10-239,773,640,1131,126,0,1707,0,1026,0,0,0,0,667,2683,19,18
2021-03-03-16-01-10-270,773,640,1131,126,0,1707,0,1026,0,0,0,0,666,2682,17,18
2021-03-03-16-01-10-285,773,640,1131,126,0,1707,0,1026,0,0,0,0,666,2683,16,16
2021-03-03-16-01-10-317,773,640,1131,126,0,1707,0,1026,0,0,0,0,664,2682,17,18
2021-03-03-16-01-10-348,771,639,1130,127,0,1710,0,1030,0,0,0,0,666,2683,18,18
2021-03-03-16-01-10-379,771,639,1130,127,0,1710,0,1030,0,0,0,0,664,2684,15,16
2021-03-03-16-01-10-395,771,639,1130,127,0,1710,0,1030,0,0,0,0,663,2683,16,16
2021-03-03-16-01-10-426,771,639,1130,127,0,1710,0,1030,0,0,0,0,663,2683,15,16
2021-03-03-16-01-10-442,771,639,1130,127,0,1710,0,1030,0,0,0,0,662,2684,16,16
2021-03-03-16-01-10-473,771,639,1130,127,0,1710,0,1030,0,0,0,0,664,2687,17,18
2021-03-03-16-01-10-504,768,642,1132,127,0,1713,0,1030,0,0,0,0,661,2684,18,18
2021-03-03-16-01-10-535,768,642,1132,127,0,1713,0,1030,0,0,0,0,662,2686,17,18
2021-03-03-16-01-10-551,768,642,1132,127,0,1713,0,1030,0,0,0,0,661,2685,19,18
2021-03-03-16-01-10-567,768,642,1132,127,0,1713,0,1030,0,0,0,0,663,2686,18,18
2021-03-03-16-01-10-598,768,642,1132,127,0,1713,0,1030,0,0,0,0,659,2686,17,18
2021-03-03-16-01-10-629,768,642,1132,127,0,1713,0,1030,0,0,0,0,658,2685,17,18
2021-03-03-16-01-10-645,770,644,1130,128,0,1716,0,1033,0,0,0,0,659,2685,17,16
2021-03-03-16-01-10-676,770,644,1130,128,0,1716,0,1033,0,0,0,0,657,2684,17,18
2021-03-03-16-01-10-707,770,644,1130,128,0,1716,0,1033,0,0,0,0,658,2684,17,16
2021-03-03-16-01-10-723,770,644,1130,128,0,1716,0,1033,0,0,0,0,657,2684,17,16
2021-03-03-16-01-10-754,770,644,1130,128,0,1716,0,1033,0,0,0,0,657,2686,18,18
2021-03-03-16-01-10-785,770,644,1130,128,0,1716,0,1033,0,0,0,0,658,2687,18,18
2021-03-03-16-01-10-801,765,645,1130,130,0,1715,0,1033,0,0,0,0,655,2686,19,20
